,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,screen_name,happy_img_idx,angry_img_idx,person_name,clean_text,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
246,250,254,295,333,133,17808,itvnews,354,14913,Theresa May,Why Theresa May sacked Damian Green - and why it changes everything By @Peston,Real,2,122,7.3,18.5,139.8,-0.065,0.031,0.022,0.26,0,1.49,0,1.89,2.54,0.74,0.62,1.05,1.36,0.42,0,2.01,0.1,0.94,0.6,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.502767146,0.24190782,0.255325019,0,0.009739563,0.990260482,1.39E-09,1.28E-15,4.76E-09,0.999952555,1.22E-07,2.77E-07,4.71E-05
247,251,255,296,334,134,23231,TelegraphNews,14467,794,Theresa May,Donald Trump and Theresa May will meet in Davos after White House about turn,Real,2,122,-6.3,17.3,138.9,-0.045,0.213,0.088,1.5,0.54,0.03,0,1.07,0,0,1.91,0.9,1.05,1.22,0,1.87,0,1.41,0.59,0.17,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0.468598604,0.479523271,0.051878151,0,0.671279907,0.328720093,0.016537908,6.04E-05,0.880264282,0.002004846,0.007089197,0.093624279,0.000419148
248,252,256,297,335,135,27741,nypost,14999,819,Theresa May,‘Theresa May’ has advice for Trump: ‘Get off Twitter’,Real,2,122,10.7,25.9,121.6,-0.058,-0.113,0.061,0.59,0,0,0.43,1.88,1.69,1.53,1.03,1.43,1.48,0.85,0,0.34,0,1.86,1.2,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0.513036847,0.322699994,0.164263129,0.016093841,0,0.98390615,0.309216797,0.000415595,0.072999425,0.161203355,0.094236098,0.087579213,0.274349511
249,253,257,298,336,136,30568,business,15300,14883,Theresa May,Theresa May condemns the attitudes of men at the top of British business after Presidents Club harassment scandal…,Real,2,122,2.9,20.3,125.8,-0.12,0.007,-0.02,1.12,0.52,0.84,1.08,0.77,0,0,0.06,1.38,0.95,0.85,0.81,0.33,0.47,0.41,0,0.06,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0.405482292,0.587699115,0.006818564,0,0.478759706,0.521240294,0.005474961,3.62E-10,0.000428944,4.45E-08,0.887979746,9.07E-10,0.10611622
250,254,258,299,337,137,16336,TelegraphNews,740,14874,Theresa May,"Shoppers could have to pay 5p tax on a bottle of water, says Theresa May",Real,2,122,-0.6,11.9,136.5,-0.172,-0.17,-0.145,1.23,1.16,0,1.74,1.61,0,0,0,2.13,0.14,0,0,1.05,0.76,1.04,0.26,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0.444268703,0.431795001,0.12393631,0.049250614,0.357300103,0.593449295,0.000173998,1.31E-11,0.078716286,0.003932931,0.629168153,0.0210614,0.26694724
251,255,259,300,338,138,32660,Independent,15063,18,Theresa May,"Theresa May refuses to criticise Poland’s slide into authoritarianism, despite EU warning ‘entire structure of the…",Real,2,122,-2.8,20.7,122.2,-0.022,0.014,-0.16,0.65,0,1.85,0,0.96,0.23,0.69,1.79,1.3,0.07,0,0,0.01,0,2.01,0.23,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.514856756,0.299555987,0.185587183,0.030723251,0.969276726,0,0.000647003,1.04E-05,0.611462593,6.02E-06,0.387675971,9.16E-07,0.000197068
252,256,260,301,339,139,33496,thetimes,124,91,Theresa May,Companies based in Britain will start relocating jobs unless Theresa May secures the outline of a transition deal a…,Real,2,122,-1,16.1,154.7,0.237,-0.095,0.029,0.2,0,0.27,0,1.95,1.62,1.57,1.49,1.75,2.41,0.22,0,0.68,0.48,1.38,0.81,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.473751754,0.502483547,0.023764636,0.220786691,0.134788916,0.644424438,1.72E-05,3.15E-06,9.26E-07,0.986847579,3.30E-05,4.12E-06,0.013094082
253,257,261,302,340,140,7172,Channel4News,14973,167,Theresa May,'DELETE YOUR ACCOUNT' Two Conservative MPs have called on Theresa May and Twitter to remove President Trump’s acco…,Real,2,122,3.7,27,148.7,-0.128,-0.197,0.008,0.63,0,0,0.01,2.09,2.64,0.46,2.02,2.38,0.14,1.21,0,0.89,0,1.84,0.36,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0.383074492,0.616925538,0,0.001354579,0.998645425,0,0.001392424,0.000162946,0.053516187,0.170930877,0.564614236,6.03E-07,0.209382698
254,258,262,303,341,141,25315,Independent,143,766,Theresa May,"Tony Blair: Given what we now know about Brexit, Labour must take action and hold Theresa May to account",Real,2,122,12.9,17.7,135.9,-0.054,-0.243,-0.007,0.26,0,0,1.39,0.71,0,0.03,1.06,0.88,0.85,0.78,0,0.6,0,0.33,1.39,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0.398746729,0.601253211,0,0,0.719420552,0.280579448,0.734480798,9.00E-06,0.042407438,0.010021025,0.002122863,0.000584914,0.210373893
255,259,263,304,342,142,36141,itvnews,108,671,Theresa May,Theresa May says UK will only pay Brexit bill if it gets trade deal with the EU,Real,2,122,17.1,19.4,145.6,-0.175,0.131,0.014,1.36,0.35,0.5,2.57,0.32,1.23,0.53,0.02,0,0,1.78,0,0.38,0,1.03,1.65,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0.531245828,0.295195848,0.17355831,0.011479009,0.738253474,0.250267506,7.41E-06,2.93E-10,0.01279363,0.000302117,2.02E-07,0.986896574,4.01E-08
256,260,264,305,343,143,23605,NPR,14864,686,Theresa May,"President Trump will have a bilateral meeting with U.K. Prime Minister Theresa May in Davos next week, the White House press secretary said.",Real,2,122,1.9,10.5,126,0.039,-0.006,-0.101,0,0,2.59,0.64,0.46,1.56,0.47,0.45,0.22,0,0.94,0,0.04,0.22,0.07,0.05,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.561125398,0.26933223,0.169542387,0.026728228,0.020365596,0.952906191,0.999891043,2.91E-05,6.45E-05,2.15E-09,1.53E-05,4.49E-10,6.19E-09
257,261,265,306,344,144,1590,DailyMirror,14938,44,Theresa May,Theresa May 'to appoint No Deal Brexit minister' in Cabinet shake-up,Real,2,122,9.1,7.1,146.4,0.063,0.023,-0.233,0.39,0,0.49,0,0.81,0.6,0.84,0.53,0.81,1.37,0,0,0.96,0.35,0.73,0.46,0.08,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0.529300153,0.239669412,0.231030405,0.070560604,0.022664376,0.906775057,0.007501096,1.32E-05,0.128660306,0.836956978,0.012507043,0.001375009,0.012986341
258,262,266,307,345,145,11408,guardiannews,946,170,Theresa May,Typhoon fighter jets refuel mid-air from Theresa May's RAF Voyager,Real,2,122,14.4,14.8,136.8,-0.094,-0.065,-0.104,1.28,0.19,0.9,0.16,0.96,0.61,1.57,0.53,1,0.58,0.78,0.42,0.13,0,0.9,1.29,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0.460568964,0.42985484,0.109576181,0.221676603,0.732153475,0.046169899,0.705135465,0.288450927,0.005632694,5.37E-05,0.00065014,9.81E-06,6.72E-05
259,263,267,308,346,146,31191,DailyMirror,756,26,Theresa May,Latest updates and video as Theresa May and Jeremy Corbyn clash at PMQs,Real,2,122,12.2,13.2,132.8,-0.165,0.011,-0.017,2.17,0.85,1.17,1.06,0.25,0,0,0.03,0,0,1.53,0,1.24,0,0.83,0.89,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0.411763161,0.470887691,0.117349193,0.070586219,0.807022035,0.12239179,0.783920348,0.021776119,0.016538154,4.22E-05,0.044893455,0.001196731,0.131632984
260,264,268,309,347,147,34759,Independent,770,54,Theresa May,Theresa May to discuss Brexit with EU Council president Donald Tusk as deadline looms,Real,2,122,9.3,8.6,139,-0.03,0.083,-0.045,0.12,0,0.09,0.44,1.06,0.78,0.89,1.01,0.22,0,0.75,0,0.5,0,1.05,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0.336387694,0.663612306,0,0.062256865,0.937743127,0,0.560927331,0.092941329,0.344042748,0.000133186,0.001689784,0.000262365,3.26E-06
261,265,269,310,348,148,21620,itvnews,14560,642,Theresa May,"Theresa May says she is ""appalled"" by allegations of sexual harassment and groping at the now-defunct Presidents Cl…",Real,2,122,8.7,14.1,137.2,-0.031,-0.001,-0.07,0.82,0,0.51,0.01,2.68,2.59,0.68,0.61,2.26,1.36,0,0,0.79,0,1.97,0.15,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0.37162894,0.628371119,0,0.064331509,0.839153171,0.09651538,8.05E-09,2.47E-16,7.26E-08,0.999935746,5.62E-05,3.43E-08,7.97E-06
262,266,270,311,349,149,24128,PA,452,46,Theresa May,Theresa May says she is determined to do “what is necessary” to bring greater openness to the decision-making proce…,Real,2,122,13.2,20.9,128,-0.17,-0.026,-0.004,0.56,0.53,0.04,1.07,0.45,0,0.07,0,0.32,0.62,1.03,0.05,1.37,0.27,0.8,1.46,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.339353383,0.590550721,0.070095859,0.003266473,0.881451368,0.115282193,0.137866199,0.009091552,0.022272656,0.088164918,0.711798966,0.006665092,0.024140511
263,267,271,312,350,0,28618,infowars,9003,8823,Donald Trump,"President Trump Honors MLK Jr., Delivers Weekly Address",Fake,2,129,0.3,13.5,131.5,-0.107,0.017,-0.088,0.95,0,3.88,0.35,1.54,4.4,1.5,0.17,0.29,0.65,1.17,0,1.84,0,1.32,1.62,0.57,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0.460294187,0.42492646,0.11477942,0.042454448,0.521679461,0.435866058,0.160517454,0.079641283,0.031132421,9.25E-05,0.707078099,0.001102795,0.020435384
264,268,272,313,352,2,17677,SputnikInt,1712,8406,Donald Trump,'On-the-fly': Joint #US-Russian statement on #Syria takes months of preparation,Fake,2,129,0.7,17.4,145.3,-0.168,0.253,-0.036,1.11,0,0.02,0,0.23,1.51,0.7,0,0,0,0.69,0,0,0.12,0,0,0.3,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0.30197534,0.69802469,0,0.19684884,0.710889757,0.092261404,0.075783186,6.34E-05,0.101680294,1.90E-05,0.806363642,1.19E-05,0.016078617
265,269,273,314,354,4,27461,rinf_community,1465,8827,Donald Trump,Trump unveils new security strategy based on 'principled realism' — RT US News,Fake,2,129,5.1,9.3,153.6,-0.141,0.22,-0.05,0.39,0.01,0.76,0.29,0.2,0.83,0,0.75,0,0,1.14,1.17,0.87,0.06,0,0.64,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0.390986443,0.371596158,0.237417459,0.044198509,0.785069406,0.170732126,0.013168808,1.15E-05,0.252729774,0.014084442,0.498622537,0.000710235,0.220672667
266,270,274,315,355,5,37833,mashable,8671,8856,Donald Trump,Donald Trump reacts to his Twitter account being taken down for 11 minutes,Real,2,129,1.9,31,130.8,0.014,0,0.001,0,0,2.6,0.27,0.59,3.06,1.1,0.47,0.11,0.59,1.3,0.33,1.23,0,0.75,0.45,1.26,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0.429777414,0.402837962,0.167384595,0,0,1,0.192923084,0.0107393,0.007426558,0.007773101,0.685136318,0.000971934,0.095029719
267,271,275,317,358,8,7162,Salon,1158,8783,Donald Trump,Is it legal for Trump to block you on Twitter? Maybe not,Real,2,129,-1.4,13.2,130.4,-0.144,0.052,-0.129,1.09,0,2.89,0,2.39,2.54,0,0.1,2.6,0.95,0,0.32,1.56,0.04,0.85,1.09,0.74,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.467587769,0.532412291,0,0.008036189,0.646457195,0.345506549,4.89E-07,1.34E-11,5.26E-07,0.999956965,9.66E-07,3.20E-05,9.19E-06
268,272,276,319,360,10,37880,rinf_community,1634,8949,Donald Trump,Video: Trump &amp; Twitter: Donald's online crusade creates trouble offline,Fake,2,129,5.1,25.1,140.3,-0.165,0.081,-0.178,0,0.93,0,1.14,0,0,0.16,0,0.03,0,1,0.92,0.3,0.2,0.04,1.45,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.383084029,0.582968771,0.033947218,0.002893513,0,0.997106552,0.004213766,6.63E-09,0.010362773,5.95E-06,0.025324907,0.002531387,0.957561255
269,273,277,320,361,11,26517,NBCNews,1671,9023,Donald Trump,President Trump's 11-minute Twitter outage raises security questions,Real,2,129,-5.8,17,141.1,0.116,0.293,0.035,0,0,0.78,0,0.88,0.69,0.59,0.44,0.15,0.62,0.3,0,0,0,0.46,1.76,0.32,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0.335527599,0.493177921,0.171294525,0.020095693,0.542050064,0.437854201,0.617587149,0.000411166,0.319604188,0.000617424,0.061074063,0.000284645,0.000421361
270,274,278,321,362,12,36664,RT_com,1788,8793,Donald Trump,URGENT: #Trump unveils new security strategy based on 'principled realism' (WATCH LIVE),Fake,2,129,18.9,14.1,130.1,-0.217,-0.055,-0.095,0.22,0,1.07,0.75,1.18,1.87,1.29,1.12,0.14,0,1.34,0.1,1.54,0,0.56,0.32,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0.598816454,0.337608099,0.063575372,0,0.946480393,0.05351967,1.06E-08,2.52E-13,0.002088584,0.076976031,0.005171231,2.70E-05,0.915737212
271,275,279,322,363,13,26433,ABCWorldNews,1766,1653,Donald Trump,"'The Cut Cut Cut Act': Trump, Hill leaders differ on tax overhaul bill's name",Real,2,129,16,13.2,142.4,-0.067,-0.204,-0.101,0,0,0.84,0.23,0.54,0.3,0.68,1.01,0.27,0,0.44,0,0,0,0.57,1.33,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0.333228707,0.652070045,0.014701248,0.075342558,0.80522722,0.119430259,0.11815124,9.89E-08,0.071446575,4.24E-05,0.654922962,3.83E-07,0.155436382
272,276,280,323,364,14,9652,RT_com,1866,1764,Donald Trump,#Trump phones #Putin to discuss North Korean nukes,Fake,2,129,6.2,22.9,140.4,-0.184,0.025,-0.104,0.57,0.09,2.37,0.83,1.19,1,0.54,0.78,0.95,0.41,1.19,0.35,1.94,0.08,0.29,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0.396229267,0.462771475,0.140999228,0,0,1,0.054236509,2.14E-06,0.122754753,1.61E-05,0.773916662,4.65E-05,0.049027454
273,277,281,324,365,15,32653,SputnikInt,1745,8785,Donald Trump,"Meet #BahtiyarDuysak, the 'rogue employee' who deleted @realDonaldTrump's #Twitter account",Fake,2,129,13.4,17.5,137.8,-0.103,-0.028,-0.028,0.4,0.33,0.43,0,1.39,0.48,1.15,0,0.41,0,0.41,0,0,0,0.27,0.48,0.14,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.353482902,0.646517098,0,0.089597516,0.843926132,0.066476367,0.147743523,0.674630225,0.170487106,0.001534348,0.001500096,0.004041272,6.34E-05
274,278,282,325,367,17,33871,MotherJones,1372,9035,Donald Trump,Donald Trump’s tax plan would give nearly 50 percent of tax cuts to the top 1 percent,Real,2,129,21.9,14.5,144.4,0.052,-0.168,0.031,0,0,1.01,0,1.48,1.57,1.22,2.83,0.75,0,0.9,0,0,0,1.38,0.94,0.04,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0.353419393,0.646580577,0,0.092771411,0.718386412,0.188842192,0.000229734,1.92E-08,0.242040768,9.70E-05,0.023923684,0.000141582,0.733567297
275,279,283,326,368,18,30742,politico,8465,8675,Donald Trump,Trump blasts Roy Moore's foe on Twitter via @MatthewNussbaum,Real,2,129,4.4,9.3,120.7,-0.136,-0.02,-0.06,0.37,0.55,0.37,0.48,0.31,0.4,0.28,0.12,0,0,1,0,0.39,0,0.71,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.32558623,0.647725105,0.026688708,0.04973061,0.681901574,0.268367827,0.194791183,0.452253699,0.346356511,0.001103648,0.002955248,0.002451868,8.78E-05
276,280,284,327,369,19,27420,WashTimes,8871,8933,Donald Trump,Trump to cut robocall for Moore,Real,2,129,-5.9,19.2,143.4,-0.043,0.052,-0.063,0,0,1.42,0,1.16,1.29,0.65,0.5,1.08,0.92,0,1.32,0.4,0.17,0,0.03,0.63,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0.265003383,0.734996676,0,0,0.257882386,0.742117584,0.003768318,1.85E-05,0.027104072,0.190720618,0.620966017,7.04E-05,0.157352105
277,281,285,328,372,22,33564,politico,8845,8400,Donald Trump,Aides give up on trying to control Trump’s tweets via @AnnieKarni,Real,2,129,9.7,14.7,162,0.09,-0.315,0.051,0,0,0.77,0,2,1.92,0.28,2.27,1.06,0,0.86,0.52,0.62,0,0,0,0.26,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0.343811661,0.572464168,0.083724245,0,0.189048573,0.810951412,0.949071646,2.15E-10,0.001105335,1.65E-08,0.049312726,8.28E-14,0.000510215
278,282,286,329,374,24,9465,RT_com,1778,8369,Donald Trump,"Talking strongly: #Putin &amp; #Trump on the phone discussing #Syria, #NorthKorea &amp; #Ukraine",Fake,2,129,4.7,15.5,126.8,-0.086,0.011,0.008,0.94,0,0.06,0.88,1.58,3.59,0,0.18,0.61,0.51,0.88,0.78,0,0.49,0.65,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.527753353,0.189980537,0.282266051,0.182685465,0.817314565,0,0.566723406,8.00E-08,0.017061498,2.47E-09,0.413823932,5.95E-07,0.002390573
279,283,287,330,375,25,36307,Jerusalem_Post,1815,8861,Donald Trump,WATCH LIVE: EU Foreign Policy Chief speaks on Trump Jerusalem move,Real,2,129,3.8,16.7,131.1,-0.097,-0.017,-0.089,0,0,0.87,0,0.56,0.73,0.33,0,0,0,0,1.12,1.13,0.62,0,1.09,0.79,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0.425751984,0.574248016,0,0.042289805,0.957710207,0,0.578567564,0.002508344,0.303504288,0.000304591,0.087731585,0.009531937,0.017851686
280,284,288,331,376,26,8898,htTweets,1178,8256,Donald Trump,"Trump, Abe and Moon discuss North Korea missile launch: White House",Real,2,129,-3.8,18.2,138.5,-0.147,0.035,0.007,1.6,2.23,1.37,1.61,0.24,1.41,1.48,0.85,0,0.33,2,0.51,0.45,0,1.55,2.55,0.31,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.35106349,0.53453064,0.114405848,0,0.960217476,0.039782498,0.653273165,0.063822068,0.091859736,0.000361323,0.008054961,0.182205319,0.000423486
281,285,289,332,378,28,35389,politico,1075,8549,Donald Trump,White House preparing for trade crackdown via @AndrewRestuccia and @tradereporter,Real,2,129,2.6,14.4,155.8,-0.361,0.194,-0.138,1.64,0.14,0.04,0,0.75,1.79,0,0.27,0.9,0,0.75,0.56,0,0.58,0,0.87,0.34,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0.453311414,0.504130661,0.042557884,0.04058649,0.959413528,0,0.279600561,1.18E-05,0.033960372,3.05E-06,0.61396414,4.84E-09,0.072460048
282,286,290,333,379,29,14244,Jerusalem_Post,1045,8231,Donald Trump,Trump reportedly no longer trusts advice from son-in-law Jared Kushner,Real,2,129,5.2,10,150.5,-0.303,0.082,-0.09,0.39,0,0.24,0.13,0,1.58,1.01,0,0,0,1.15,0.92,0,0,0,0.89,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0.43634212,0.363043308,0.200614631,0.078553379,0.921446621,0,0.479081452,9.18E-06,0.287989467,0.014699929,0.208837405,0.000192717,0.009189818
283,287,291,334,380,30,25190,PressTV,1641,8413,Donald Trump,"US plans to confront China, Russia in new national security strategy",Fake,2,129,3.7,26.5,131.6,0.002,-0.128,0.015,0.6,0.61,0.42,0.62,0.19,0.01,0.68,0.12,0,0.65,1.21,0.71,0.59,0,0,0.06,0.35,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.412561893,0.420331925,0.167106181,0.014611625,0.73144871,0.253939718,0.623348594,0.004882582,0.171859398,0.000702309,0.157856002,0.001168568,0.040182553
284,288,292,335,381,31,8012,rinf_community,1198,8879,Donald Trump,US will take N. Korea ‘into our own hands’ if China doesn’t do more – Haley — RT US News,Fake,2,129,10.5,-0.6,143.9,-0.05,0.141,-0.026,0.27,0,1.18,0,0.63,1.74,0.42,0,0,0,1.74,1.54,1.2,0,0.06,0.22,0.22,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0.358548313,0.641451716,0,0.077110477,0.922889531,0,0.002262537,3.32E-07,0.006528709,1.89E-05,0.677519739,9.33E-09,0.313669711
285,289,293,336,382,32,1903,RT_com,8721,8192,Donald Trump,JUST IN: Putin informed Trump of meeting with Assad in phone call focused on Syria – Kremlin,Fake,2,129,-7.7,11.1,133.2,-0.118,0.15,-0.106,0.02,0.53,0.52,0,0,0,0,0,0,0,0.26,0,0,0,0,1.01,0.4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.368059903,0.437825978,0.194114164,0,0.513620317,0.486379713,0.084613681,0.000142755,0.437592566,0.033305012,0.000126076,0.444215596,4.31E-06
286,290,294,337,383,33,1498,therussophile,8654,1736,Donald Trump,Slam dunk! #DonaldTrump helps free basketball players trapped in #China,Fake,2,129,5.3,12.5,138.2,0.062,0.049,-0.011,0,0.19,1.74,0.88,0.43,1.53,0.71,0.51,0,0.19,0.95,0.04,1.19,0,1.4,1.08,0.68,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0.407870054,0.592129886,0,0.043218337,0.748767495,0.208014205,0.774491012,0.006055294,0.10700389,0.002012752,0.07285136,0.029057626,0.00852801
287,291,295,339,385,35,27986,RussiaInsider,1664,8968,Donald Trump,Kremlin Is Treating Trump's Tweets as Official Announcements,Fake,2,129,3.9,20.9,142,-0.018,0.109,-0.047,0,0,2.63,0,1.52,1.46,0.74,1.16,1.36,1.27,0.02,1.2,0.6,0.45,0.11,0.34,1.38,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0.285613656,0.714386404,0,0.196678549,0,0.803321481,0.002735556,0.00022854,0.000978805,0.760323226,0.111644983,0.000567823,0.123521022
288,292,296,341,387,37,6436,SputnikInt,1608,8143,Donald Trump,"#Netanyahu grateful for US veto on #Jerusalem resolution, sets Twitter ablaze #Israel",Fake,2,129,-5.4,17.1,128.6,-0.047,0.131,0.025,0.28,0,1.11,0,0,1.21,0,0,0,0,1.12,0.64,0.01,0,0,1.04,0.03,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0.510607481,0.323272437,0.166120082,0,1,0,0.721903682,0.061863597,0.088323213,7.01E-05,0.109056212,0.005161934,0.013621354
289,293,297,342,388,38,21661,CBSNews,1445,8738,Donald Trump,"Trump announces fake news winners on Twitter, but link stops working soon after",Real,2,129,6.4,10.3,129.7,-0.102,-0.02,0.033,0,0,0.92,0,3.2,2.12,0.9,1.66,1.92,1.47,0.3,1.14,2.26,0,0,0,0.64,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.393745571,0.556789637,0.049464762,0.049736138,0.20535554,0.744908333,3.51E-06,1.05E-11,4.61E-08,0.995950937,4.26E-05,1.67E-05,0.003986165
290,294,298,343,389,39,23223,SputnikInt,1355,8604,Donald Trump,"#Netanyahu grateful for US veto on #Jerusalem resolution, sets Twitter ablaze #Israel",Fake,2,129,-5.7,7.4,142.8,-0.091,0.175,-0.171,0,0,0.68,0,2.13,2.89,0.62,0.92,1.71,1.85,0.16,2.2,0,0.55,0.39,0.45,0.3,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.417222083,0.384258747,0.198519215,0.130966395,0.426055193,0.442978412,0.002094392,1.27E-06,0.001801563,0.778216124,0.021925995,0.001298974,0.194661558
291,295,299,346,392,42,25773,RT_com,1157,8385,Donald Trump,Changes to Iran deal could come next week – #Tillerson,Fake,2,129,8.9,11.9,138.3,-0.177,-0.266,0.054,0.17,0,0.61,1.8,0.41,0.69,0.15,0.81,0,0,1.35,0,0,0,1.52,0.92,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.484353393,0.391560048,0.124086522,0.020257058,0.597619534,0.382123411,0.622297049,4.70E-14,0.07999704,0.00057629,0.295256048,3.72E-06,0.001869798
292,296,300,347,393,43,6703,SputnikInt,1560,8527,Donald Trump,OPINION: #US security strategy rhetoric evokes memories of #ColdWar era - #China's academic,Fake,2,129,13.6,13.9,133.1,-0.138,0.066,-0.04,0.89,1.57,2.41,1.27,0,1.14,0.46,0.11,0,1.16,1.19,1.85,0,0.16,0.88,0.8,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.445316434,0.554683626,0,0.026989235,0.684416533,0.288594246,0.00829906,7.09E-06,0.762025952,0.001045885,0.016900118,0.083357424,0.128364444
293,297,301,348,394,44,13895,STForeignDesk,1926,8904,Donald Trump,"Donald Trump's trip to #Davos in flux due to shutdown, says White House #WorldEconomicForum",Real,2,129,12.4,24.9,139.5,-0.27,-0.233,0.099,0.25,0,1.35,0,0.44,1.36,0,0.4,0,0,2.19,0,0,0,0.5,0,0.15,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0.519276619,0.20120348,0.279519945,0.07004001,0.43737936,0.492580622,0.197609082,5.05E-06,0.013919258,5.44E-05,0.360326946,0.000137917,0.427947313
294,298,302,349,395,45,24648,latimes,1915,9043,Donald Trump,"Trump's Twitter account, back in action, behaving strangely",Real,2,129,10.6,20.4,152.3,-0.012,0.016,0.141,0,0,2.75,0,0.67,0.32,1.02,1.27,0.84,1.49,0.54,1.93,1.34,0,0,0.85,0.78,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.538152874,0.343899757,0.117947333,0.015089199,0.788109958,0.196800858,0.015906321,7.58E-11,2.21E-05,0.983050406,6.32E-06,6.26E-06,0.001008463
295,299,303,351,397,47,37090,politico,1338,8888,Donald Trump,Aides give up on trying to control Trump’s tweets,Real,2,129,11.6,12.3,145.1,-0.079,0.042,-0.102,0.23,0.39,0.24,0,0,0.49,0,0,0,0,0,0,0,0,0,0.05,0.76,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.356584638,0.525295913,0.118119419,0,0.675309122,0.324690938,0.030124372,0.000166061,0.324585885,0.026890706,0.192396596,0.004143117,0.421693295
